Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Age,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Name of non-communicable disease
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",380,Italy,<5Y,G,BOTHSEX,NUMBER,18126.0,,,,,19961.0,,,,,20583.0,,,,,22654.0,,,,22818.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",380,Italy,<5Y,G,FEMALE,NUMBER,11029.0,,,,,11860.0,,,,,11807.0,,,,,12675.0,,,,12226.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",380,Italy,<5Y,G,MALE,NUMBER,7097.0,,,,,8101.0,,,,,8776.0,,,,,9979.0,,,,10593.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",380,Italy,<5Y,G,BOTHSEX,NUMBER,38214.0,,,,,38660.0,,,,,36088.0,,,,,42334.0,,,,46151.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",380,Italy,<5Y,G,FEMALE,NUMBER,16354.0,,,,,16588.0,,,,,15727.0,,,,,19747.0,,,,21627.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",380,Italy,<5Y,G,MALE,NUMBER,21860.0,,,,,22072.0,,,,,20361.0,,,,,22587.0,,,,24525.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,BOTHSEX,NUMBER,3330.0,,,,,3107.0,,,,,3837.0,,,,,4240.0,,,,4570.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,FEMALE,NUMBER,1515.0,,,,,1452.0,,,,,1673.0,,,,,1990.0,,,,2142.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,MALE,NUMBER,1815.0,,,,,1655.0,,,,,2164.0,,,,,2251.0,,,,2429.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,BOTHSEX,NUMBER,4174.0,,,,,3634.0,,,,,4403.0,,,,,5161.0,,,,5355.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,FEMALE,NUMBER,2120.0,,,,,1933.0,,,,,2068.0,,,,,2586.0,,,,2751.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,MALE,NUMBER,2054.0,,,,,1701.0,,,,,2335.0,,,,,2575.0,,,,2604.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,BOTHSEX,NUMBER,1923.0,,,,,1688.0,,,,,1971.0,,,,,2198.0,,,,2358.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,FEMALE,NUMBER,1162.0,,,,,1042.0,,,,,1095.0,,,,,1263.0,,,,1368.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,MALE,NUMBER,761.0,,,,,646.0,,,,,875.0,,,,,935.0,,,,989.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,BOTHSEX,NUMBER,544.0,,,,,474.0,,,,,521.0,,,,,532.0,,,,550.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,FEMALE,NUMBER,143.0,,,,,122.0,,,,,116.0,,,,,130.0,,,,140.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",388,Jamaica,<5Y,G,MALE,NUMBER,401.0,,,,,351.0,,,,,404.0,,,,,402.0,,,,410.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,BOTHSEX,NUMBER,301143.0,,,,,333570.0,,,,,367694.0,,,,,394428.0,,,,403695.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,FEMALE,NUMBER,119464.0,,,,,133602.0,,,,,149946.0,,,,,164856.0,,,,172539.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,MALE,NUMBER,181679.0,,,,,199967.0,,,,,217748.0,,,,,229572.0,,,,231156.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,BOTHSEX,NUMBER,295922.0,,,,,326805.0,,,,,346373.0,,,,,354854.0,,,,363756.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,FEMALE,NUMBER,154752.0,,,,,171743.0,,,,,185622.0,,,,,194854.0,,,,199189.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,MALE,NUMBER,141170.0,,,,,155061.0,,,,,160751.0,,,,,160000.0,,,,164567.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,BOTHSEX,NUMBER,12534.0,,,,,13972.0,,,,,15162.0,,,,,14474.0,,,,15305.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,FEMALE,NUMBER,6000.0,,,,,6757.0,,,,,7311.0,,,,,7011.0,,,,7067.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,MALE,NUMBER,6535.0,,,,,7216.0,,,,,7851.0,,,,,7462.0,,,,8238.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,BOTHSEX,NUMBER,57593.0,,,,,71948.0,,,,,89059.0,,,,,112379.0,,,,129928.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,FEMALE,NUMBER,24178.0,,,,,31081.0,,,,,38388.0,,,,,48787.0,,,,53920.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",392,Japan,<5Y,G,MALE,NUMBER,33415.0,,,,,40867.0,,,,,50671.0,,,,,63591.0,,,,76008.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,BOTHSEX,NUMBER,2798.0,,,,,3262.0,,,,,3991.0,,,,,5172.0,,,,6075.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,FEMALE,NUMBER,1366.0,,,,,1656.0,,,,,1815.0,,,,,2382.0,,,,2815.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,MALE,NUMBER,1432.0,,,,,1606.0,,,,,2176.0,,,,,2790.0,,,,3260.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,BOTHSEX,NUMBER,6300.0,,,,,6550.0,,,,,6364.0,,,,,7781.0,,,,9739.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,FEMALE,NUMBER,3511.0,,,,,3852.0,,,,,3195.0,,,,,4013.0,,,,5007.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,MALE,NUMBER,2789.0,,,,,2698.0,,,,,3168.0,,,,,3768.0,,,,4732.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,BOTHSEX,NUMBER,1401.0,,,,,1674.0,,,,,1594.0,,,,,1847.0,,,,2253.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,FEMALE,NUMBER,903.0,,,,,1106.0,,,,,888.0,,,,,1011.0,,,,1227.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,MALE,NUMBER,499.0,,,,,568.0,,,,,706.0,,,,,836.0,,,,1027.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,BOTHSEX,NUMBER,538.0,,,,,537.0,,,,,488.0,,,,,548.0,,,,684.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,FEMALE,NUMBER,246.0,,,,,254.0,,,,,192.0,,,,,223.0,,,,278.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",400,Jordan,<5Y,G,MALE,NUMBER,292.0,,,,,283.0,,,,,297.0,,,,,325.0,,,,406.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,BOTHSEX,NUMBER,27216.0,,,,,24527.0,,,,,23702.0,,,,,22261.0,,,,21876.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,FEMALE,NUMBER,11820.0,,,,,11015.0,,,,,10821.0,,,,,10169.0,,,,9929.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,MALE,NUMBER,15395.0,,,,,13512.0,,,,,12881.0,,,,,12092.0,,,,11946.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,BOTHSEX,NUMBER,80351.0,,,,,80676.0,,,,,70414.0,,,,,61302.0,,,,60291.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,FEMALE,NUMBER,41197.0,,,,,41807.0,,,,,36313.0,,,,,31907.0,,,,32764.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,MALE,NUMBER,39154.0,,,,,38869.0,,,,,34101.0,,,,,29395.0,,,,27528.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,BOTHSEX,NUMBER,1968.0,,,,,1664.0,,,,,1648.0,,,,,2388.0,,,,2794.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,FEMALE,NUMBER,1199.0,,,,,984.0,,,,,972.0,,,,,1417.0,,,,1674.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,MALE,NUMBER,769.0,,,,,680.0,,,,,676.0,,,,,971.0,,,,1120.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,BOTHSEX,NUMBER,7032.0,,,,,5640.0,,,,,5786.0,,,,,7918.0,,,,8935.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,FEMALE,NUMBER,2539.0,,,,,2139.0,,,,,2227.0,,,,,3145.0,,,,3697.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",398,Kazakhstan,<5Y,G,MALE,NUMBER,4493.0,,,,,3501.0,,,,,3559.0,,,,,4773.0,,,,5238.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,BOTHSEX,NUMBER,13868.0,,,,,17805.0,,,,,23228.0,,,,,27690.0,,,,33028.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,FEMALE,NUMBER,7616.0,,,,,9930.0,,,,,13171.0,,,,,16185.0,,,,19274.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,MALE,NUMBER,6252.0,,,,,7875.0,,,,,10057.0,,,,,11505.0,,,,13754.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,BOTHSEX,NUMBER,22517.0,,,,,23008.0,,,,,25704.0,,,,,29141.0,,,,35994.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,FEMALE,NUMBER,10809.0,,,,,11417.0,,,,,13068.0,,,,,14866.0,,,,18030.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,MALE,NUMBER,11708.0,,,,,11591.0,,,,,12636.0,,,,,14275.0,,,,17963.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,BOTHSEX,NUMBER,4074.0,,,,,4110.0,,,,,4659.0,,,,,5462.0,,,,6901.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,FEMALE,NUMBER,1670.0,,,,,1722.0,,,,,2008.0,,,,,2391.0,,,,2960.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,MALE,NUMBER,2404.0,,,,,2388.0,,,,,2651.0,,,,,3071.0,,,,3941.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,BOTHSEX,NUMBER,4916.0,,,,,4902.0,,,,,5540.0,,,,,5995.0,,,,7062.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,FEMALE,NUMBER,2393.0,,,,,2375.0,,,,,2798.0,,,,,3012.0,,,,3455.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",404,Kenya,<5Y,G,MALE,NUMBER,2524.0,,,,,2528.0,,,,,2742.0,,,,,2983.0,,,,3607.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,BOTHSEX,NUMBER,85.0,,,,,94.0,,,,,108.0,,,,,117.0,,,,134.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,FEMALE,NUMBER,48.0,,,,,53.0,,,,,62.0,,,,,67.0,,,,77.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,MALE,NUMBER,37.0,,,,,41.0,,,,,46.0,,,,,49.0,,,,57.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,BOTHSEX,NUMBER,268.0,,,,,284.0,,,,,325.0,,,,,351.0,,,,395.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,FEMALE,NUMBER,106.0,,,,,116.0,,,,,136.0,,,,,148.0,,,,171.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,MALE,NUMBER,162.0,,,,,168.0,,,,,189.0,,,,,203.0,,,,224.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,BOTHSEX,NUMBER,108.0,,,,,137.0,,,,,140.0,,,,,150.0,,,,174.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,FEMALE,NUMBER,55.0,,,,,68.0,,,,,70.0,,,,,76.0,,,,90.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,MALE,NUMBER,53.0,,,,,69.0,,,,,70.0,,,,,74.0,,,,84.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,BOTHSEX,NUMBER,62.0,,,,,65.0,,,,,74.0,,,,,77.0,,,,86.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,FEMALE,NUMBER,29.0,,,,,31.0,,,,,37.0,,,,,39.0,,,,44.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",296,Kiribati,<5Y,G,MALE,NUMBER,33.0,,,,,34.0,,,,,38.0,,,,,38.0,,,,42.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,BOTHSEX,NUMBER,715.0,,,,,810.0,,,,,1007.0,,,,,1321.0,,,,1815.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,FEMALE,NUMBER,400.0,,,,,437.0,,,,,566.0,,,,,652.0,,,,835.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,MALE,NUMBER,315.0,,,,,373.0,,,,,441.0,,,,,670.0,,,,980.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,BOTHSEX,NUMBER,1313.0,,,,,1420.0,,,,,1606.0,,,,,2238.0,,,,3315.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,FEMALE,NUMBER,294.0,,,,,307.0,,,,,344.0,,,,,334.0,,,,460.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,MALE,NUMBER,1019.0,,,,,1112.0,,,,,1262.0,,,,,1904.0,,,,2855.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,BOTHSEX,NUMBER,198.0,,,,,187.0,,,,,175.0,,,,,203.0,,,,321.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,FEMALE,NUMBER,69.0,,,,,64.0,,,,,70.0,,,,,65.0,,,,90.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,MALE,NUMBER,129.0,,,,,123.0,,,,,106.0,,,,,138.0,,,,232.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,BOTHSEX,NUMBER,58.0,,,,,65.0,,,,,71.0,,,,,92.0,,,,136.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,FEMALE,NUMBER,20.0,,,,,21.0,,,,,23.0,,,,,24.0,,,,32.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",414,Kuwait,<5Y,G,MALE,NUMBER,38.0,,,,,44.0,,,,,48.0,,,,,68.0,,,,103.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,BOTHSEX,NUMBER,4255.0,,,,,4017.0,,,,,4192.0,,,,,4739.0,,,,4390.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,FEMALE,NUMBER,1986.0,,,,,1869.0,,,,,1976.0,,,,,2228.0,,,,2112.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,MALE,NUMBER,2268.0,,,,,2148.0,,,,,2215.0,,,,,2510.0,,,,2278.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,BOTHSEX,NUMBER,15530.0,,,,,16862.0,,,,,16598.0,,,,,16251.0,,,,13974.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,FEMALE,NUMBER,8264.0,,,,,8491.0,,,,,8294.0,,,,,7909.0,,,,7146.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,MALE,NUMBER,7265.0,,,,,8371.0,,,,,8305.0,,,,,8342.0,,,,6828.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,BOTHSEX,NUMBER,432.0,,,,,389.0,,,,,360.0,,,,,393.0,,,,371.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,FEMALE,NUMBER,231.0,,,,,197.0,,,,,184.0,,,,,206.0,,,,201.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,MALE,NUMBER,201.0,,,,,192.0,,,,,176.0,,,,,187.0,,,,170.0,,,,DIA
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,BOTHSEX,NUMBER,2688.0,,,,,2461.0,,,,,1729.0,,,,,1325.0,,,,1202.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,FEMALE,NUMBER,1165.0,,,,,996.0,,,,,740.0,,,,,576.0,,,,552.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",417,Kyrgyzstan,<5Y,G,MALE,NUMBER,1523.0,,,,,1465.0,,,,,989.0,,,,,749.0,,,,651.0,,,,RES
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",432,Landlocked Developing Countries (Lldcs),<5Y,G,BOTHSEX,NUMBER,205008.0,,,,,217001.0,,,,,235755.0,,,,,266796.0,,,,297720.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",432,Landlocked Developing Countries (Lldcs),<5Y,G,FEMALE,NUMBER,111205.0,,,,,118505.0,,,,,128816.0,,,,,147000.0,,,,164948.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",432,Landlocked Developing Countries (Lldcs),<5Y,G,MALE,NUMBER,93803.0,,,,,98495.0,,,,,106939.0,,,,,119796.0,,,,132772.0,,,,CAN
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",432,Landlocked Developing Countries (Lldcs),<5Y,G,BOTHSEX,NUMBER,632589.0,,,,,683176.0,,,,,699681.0,,,,,732430.0,,,,772876.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",432,Landlocked Developing Countries (Lldcs),<5Y,G,FEMALE,NUMBER,321157.0,,,,,346744.0,,,,,350557.0,,,,,367508.0,,,,389207.0,,,,CAR
3,3.4,3.4.1,SH_DTH_NCD,"Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)",432,Landlocked Developing Countries (Lldcs),<5Y,G,MALE,NUMBER,311432.0,,,,,336432.0,,,,,349124.0,,,,,364922.0,,,,383669.0,,,,CAR
